urn;text;company_mention_count;profile_mention_count;hyperlink_count;hyperlink_internal_count;hyperlink_external_count;hashtag_count;detected_language;content_type;share_audience;time_zone_name;time_zone_offset_in_minutes;reaction_count;comment_count;direct_comment_count;share_count;view_count;did_self_like;did_company_like;company_reaction;synchronized_reaction_count;synchronized_comment_count;synchronized_share_count;synchronized_stats_at;reshared_share_urn;post_scheduled_date;post_created_at;post_updated_at;post_published_at;post_deleted_at;impression_count;tags;post_url;image_urls;document_url;posted_by_profile;posted_by_company;posted_in_group;reaction_count_like;reaction_count_interest;reaction_count_praise;reaction_count_empathy;reaction_count_entertainment;reaction_count_appreciation;reaction_count_maybe;text_characters;text_words;text_paragraphs;text_sentences;text_reading_time_ms;text_readability_index
urn:li:share:7284356964489302017;"Dos macetes de SQL que poucos conhecem. 

Uma forma bem diferente de usar o IN. 

Ao usarmos SQL é comum usarmos o IN na hora de filtrar os dados, comumente usamos da seguinte forma:

➡️ WHERE coluna IN ('valor1', 'valor2','valor3') 

Essa é a mais comum, outra ainda normal séria colocar uma consulta dentro do IN.

➡️ WHERE nome IN ( SELECT nome FROM tabela )

Mas você sabia que ainda existe uma outra forma diferente de usá-lo ? 

➡️ WHERE 'valor' IN (coluna1, coluna2, coluna3) 

Perceba que é o inverso da forma mais comum que utilizamos. 😅 
(Pode bugar a mente, mas é funcional) 

Neste exemplo a lógica só retornará os registros cujas colunas possuam o ""valor"". 

É uma forma mais simples do que precisar fazer novas condições para cada coluna desejada. 

Lembrando que os casos de aplicação são diferentes, mas quando bem utilizado continua sendo um macete bem útil.

Foram poucas às vezes que precisei usar esse macete.";0;0;0;0;0;0;pt;Image;public;;;3522;98;;110;;;;;3522;98;110;2025-03-06T21:48:51.057Z;;;2025-01-14T12:00:17.279Z;2025-01-14T12:00:17.279Z;2025-01-14T12:00:17.279Z;;505057;;https://www.linkedin.com/feed/update/urn:li:share:7284356964489302017;https://depository.authoredup.com/images/IMG_hfD3J4Q7Dnyjk776bhwxJMCaFE1uzZ;;Thanael Butewicz;;;2633;219;59;58;548;5;0;697;154;14;15;36960;5.02
urn:li:share:7284301258771865600;"Oi sumido 

Está na hora de voltar aqui para rede. 

Para os que me acompanham vão perceber que fiquei umas 2 semanas sem postar nada aqui, estava resolvendo alguns pepinos. 

Então este posto é só para falar que voltei aqui para rede e essa semana já trago novos conteúdos sobre dados, principalmente uns bem legais sobre SQL. 

E sobre as viagens cheguei na minha cidade natal Porto Vitória - PR pretendo ficar um mês aqui enquanto adapto meu novo projeto. 

Spoiler: Sim e a construção de um motor home 😅 

Se você tem curiosidade sobre como vai ser esse processo pretendo trazer muito mais conteúdo disso no meu Instagram. 

Mas enfim é isso, voltei pessoal.";0;0;0;0;0;0;pt;Image;public;;;54;3;;0;;;;;54;3;0;2025-03-06T21:48:50.964Z;;;2025-01-13T12:00:15.000Z;2025-01-13T12:00:15.000Z;2025-01-13T12:00:15.000Z;;3015;;https://www.linkedin.com/feed/update/urn:li:share:7284301258771865600;https://depository.authoredup.com/images/IMG_WhKtpnf5Bpvo9dWP3RRhz1LDMxFNwN;;Thanael Butewicz;;;40;3;6;5;0;0;0;509;119;8;8;28560;6.15
urn:li:share:7282040819421761536;"Isso quando um "" 👍 "" já não resolve.";0;0;0;0;0;0;pt;Reshare;public;;;87;2;;0;;;;;87;2;0;2025-03-06T21:48:51.140Z;urn:li:share:7281841654506962944;;2025-01-06T14:30:25.241Z;2025-01-06T14:30:25.241Z;2025-01-06T14:30:25.241Z;;6699;;https://www.linkedin.com/feed/update/urn:li:share:7282040819421761536;;;Thanael Butewicz;;;55;3;0;0;29;0;0;22;7;1;1;1680;1
urn:li:share:7279175037155262464;"Aprenda boas práticas na hora de usar Alias em SQL

𝐜𝐨𝐥𝐮𝐦𝐧 𝐚𝐥𝐢𝐚𝐬 ou 𝐜𝐨𝐥𝐮𝐦𝐧 𝐀𝐒 𝐚𝐥𝐢𝐚𝐬?

Dentro do SQL usamos 𝐚𝐥𝐢𝐚𝐬 para garantir um nome temporário durante a execução da consulta, seja para colunas ou tabelas. 

É usado principalmente com funções, pois se não ""nomearmos"" o retorno dessa função, teremos uma coluna com o nome da função.

Portanto, é extremamente importante que o nome das colunas da sua consulta retratem o que de fato está mostrando. 

""Mas Thanael, existe boas práticas para definir um alias? ""

Existem duas formas de definir um alias. 
1️⃣ 𝐜𝐨𝐥𝐮𝐦𝐧 𝐀𝐒 𝐚𝐥𝐢𝐚𝐬
2️⃣ 𝐜𝐨𝐥𝐮𝐦𝐧 𝐚𝐥𝐢𝐚𝐬

O 𝐀𝐒 é opcional, mas através dele existe uma boa prática na definição de aliás que é a seguinte:

➡️ 𝐂𝐨𝐥𝐮𝐧𝐚𝐬
Para colunas sempre usamos o 𝐀𝐒.
column 𝐀𝐒 alias

➡️ 𝐓𝐚𝐛𝐞𝐥𝐚𝐬
Para tabelas não usaremos o 𝐀𝐒.
tabela t

Exemplo de uma consulta com essas boas práticas.
SELECT 
     column as alias
FROM tabela t

Outra dica, evite usar nomes com t, x, xx, xxx e etc. 

Sempre utilize nomes que correspondam ao que pretende mostrar.";0;0;0;0;0;0;pt;Image;public;;;102;8;;4;;;;;102;8;4;2025-03-06T21:48:50.974Z;;;2024-12-30T12:00:12.397Z;2024-12-30T12:00:12.397Z;2024-12-30T12:00:12.397Z;;4672;;https://www.linkedin.com/feed/update/urn:li:share:7279175037155262464;https://depository.authoredup.com/images/IMG_V1zWgajiFyRmqfdKeFCfuv4Z7V4Mnh;;Thanael Butewicz;;;86;1;7;6;2;0;0;686;166;22;23;39840;1.64
urn:li:share:7276757421711147008;"Vou entrar na onda por que gostei do meu ""Superpoder"".

Comecei a postar em 2024, vamos ver alguns números e aprendizados.

Abril/2024 foi quando eu comecei a aparecer com frequência aqui na rede, até então eu era um fantasma por aqui. 

Visualizei aqui na rede um espaço para eu compartilhar minhas vivências como Analista de Dados e Nômade Digital.

E hoje utilizo a rede como um gerador de oportunidades, que vai muito além das simples métricas vaidades. 

Dá uma olhada no que aconteceu esse ano.

🗒️ Criação de uma Newsletter sobre Nômade Digital com +250 membros.
✈️ Workshops sobre Nomadismo Digital.  
💻 Oportunidades de emprego incríveis. 
🤵 Conhecer pessoas incríveis e trocar experiências. 

Sobre as métricas de vaidade.

🎯 200 Postagens (No print está 196, mas já tem agendadas até 200)
⚠️ 7.900 Seguidores. (Se chegar nos 8k esse ano sucesso.)
⏫ + 4 Milhões de Impressões.
Até eu fico surpreso com este número, principalmente por ser conteúdo técnico com uma pitada de humor. 

Esse foi um resumo do meu percurso em 2024 aqui na rede.

Sobre 2025 tenho muitos projetos para vir, que vão de encontro com o superpoder da imagem: ""Desmitificando SQL enquanto aproveito a liberdade geográfica"".

Deve vir muita coisa por aqui nos próximos meses, sobre principalmente dados, então se você pretende se aperfeiçoar em SQL fica atento aqui.";0;0;0;0;0;0;pt;Image;public;;;38;4;;0;;;;;38;4;0;2025-03-06T21:48:56.468Z;;;2024-12-26T12:00:02.649Z;2024-12-26T12:00:02.649Z;2024-12-26T12:00:02.649Z;;2734;;https://www.linkedin.com/feed/update/urn:li:share:7276757421711147008;https://depository.authoredup.com/images/IMG_ibT8puP2kraiZoBLEiDidVhSAtneQP;;Thanael Butewicz;;;24;1;9;3;0;1;0;1026;240;18;20;57600;4.71
urn:li:share:7276323818380349440;"Feliz Natal para quem estiver por aqui 🎅

Mais fácil acreditar em Papai Noel do que: ""Analista de dados em 90 dias"".";0;0;0;0;0;0;pt;Image;public;;;296;10;;11;;;;;296;10;11;2025-03-06T21:48:56.413Z;;;2024-12-25T12:00:06.857Z;2024-12-25T12:00:06.857Z;2024-12-25T12:00:06.857Z;;12764;;https://www.linkedin.com/feed/update/urn:li:share:7276323818380349440;https://depository.authoredup.com/images/IMG_apLqEsWj4VEBPUGVRcSqz9fs8vTLDV;;Thanael Butewicz;;;116;1;1;0;176;2;0;88;22;2;2;5280;2.91
urn:li:share:7276231987827273728;"Já ouviu falar sobre o Padrão ANSI SQL?

E não, não estamos falando de ANSIEDADE, embora ele possa causar 🤣

SQL ANSI refere-se ao código SQL que está conforme os padrões ANSI. 

Em outras palavras, é o código SQL que vai funcionar independente do banco que estiver utilizando.

Muitas estruturas básicas de uma consulta SQL seguem o Padrão ANSI, como CASE, JOINs e etc. 

Porém, cada banco (SGBD) tem liberdade de criar suas próprias funções e se ""desprender"" do ANSI. 

Como cada SGBD tem suas próprias funções e particularidades, acaba parecendo que cada banco tem seu próprio SQL. 

Ai que surgem brincadeiras como ""Qual sabor de SQL você prefere?"" 

No fim você sempre vai usar o ANSI SQL como base das suas consultas e acrescentar as funções que precisar de acordo com cada banco. 

Uma dica, tente se manter o mais fiel possível ao ANSI.";0;0;0;0;0;0;pt;Image;public;;;174;14;;1;;;;;174;14;1;2025-03-06T21:48:56.503Z;;;2024-12-24T12:00:08.384Z;2024-12-24T12:00:08.384Z;2024-12-24T12:00:08.384Z;;11695;;https://www.linkedin.com/feed/update/urn:li:share:7276231987827273728;https://depository.authoredup.com/images/IMG_hBVE3PCTsNYxabuq6VAx56DGmnwDZR;;Thanael Butewicz;;;121;6;2;1;41;3;0;637;159;10;10;38160;5.39
urn:li:share:7275316566295007233;"Livro? Em plena era onde existe tudo na internet e no Gepeto? 

Prefiro confiar nos métodos tradicionais para fortificar minha base.  

Mesmo usando SQL diariamente há mais de 3 anos, isso não significa que eu sei tudo sobre ele. 

Livros são fundamentais para construir a base de conhecimento, nesse sentido pretendo fortificar ainda mais minha base em SQL através deste livro. 

É ótimo rever conceitos, sempre aprendemos coisas novas.

Vou aproveitar a leitura para melhorar meus conteúdos aqui na rede, principalmente sobre os fundamentos. 

Então, além das dicas e macetes que aprendi com a experiência, pretendo trazer conteúdos mais básicos e fundamentais para ajudar todos a melhorarem a base de SQL.  

Deixo a recomendação de leitura.
Se você já leu outros livros de SQL recomenda eles nos comentários.";0;0;0;0;0;0;pt;Image;public;;;516;51;;7;;;;;516;51;7;2025-03-06T21:48:56.445Z;;;2024-12-23T12:00:02.596Z;2024-12-23T12:00:02.596Z;2024-12-23T12:00:02.596Z;;27795;;https://www.linkedin.com/feed/update/urn:li:share:7275316566295007233;https://depository.authoredup.com/images/IMG_QtJk8AGSPxhQL9i8FiW41GDpnMjvUx;;Thanael Butewicz;;;439;2;32;40;1;2;0;636;139;9;12;33360;5.91
urn:li:share:7275316997985349632;Como identificar um Psicopata:;0;0;0;0;0;0;pt;Image;public;;;631;54;;4;;;;;631;54;4;2025-03-06T21:48:56.505Z;;;2024-12-20T12:00:01.057Z;2024-12-20T12:00:01.057Z;2024-12-20T12:00:01.057Z;;66067;;https://www.linkedin.com/feed/update/urn:li:share:7275316997985349632;https://depository.authoredup.com/images/IMG_NxcRjQRPRBVcfojgKYqkf3socJ9DFC;;Thanael Butewicz;;;258;0;7;6;360;0;0;26;4;1;1;960;11.18
urn:li:share:7274125737761067010;"Já ouviu aquele ditado ""Quem não é visto não é lembrado"" ? 

Com dados não é diferente. 

Se suas soluções não estão sendo vistas/utilizadas, dificilmente seu trabalho será lembrado. 

""Ah Thanael, mas eu entreguei a solução, só que o cliente não utiliza"". 

Se ele não utiliza é porque ele não está vendo utilidade, então infelizmente você falhou no seu trabalho. 

Segue algumas dicas de como melhorar suas entregas:

☐ 𝐀𝐍𝐓𝐄𝐒 𝐃𝐀 𝐄𝐍𝐓𝐑𝐄𝐆𝐀 - Alinhamentos Frequentes.
Comunicação frequente com o stakeholder para garantir que o que você está desenvolvendo esteja alinhado a necessidade do cliente. 

☐ 𝐄𝐍𝐓𝐑𝐄𝐆𝐀 - Validações
Confirmar 100x se a solução resolve a dor do cliente.

☐ 𝐃𝐄𝐏𝐎𝐈𝐒 𝐃𝐀 𝐄𝐍𝐓𝐑𝐄𝐆𝐀 - Acompanhamento da utilização
Acompanhar a utilização da solução e alinhar se a dor foi resolvida e quais os próximos passos. 

Infelizmente muitos esquecem desta última etapa, que é uma das mais importantes. 

Em muitas soluções eu ainda gosto de ir além, fazer um 𝐞𝐬𝐭𝐮𝐝𝐨 𝐝𝐞 𝐢𝐦𝐩𝐚𝐜𝐭𝐨 𝐞 𝐫𝐞𝐬𝐮𝐥𝐭𝐚𝐝𝐨 que a ação realizada está gerando e pode gerar. 

Não adianta entregar as atividades com máxima agilidade, se essa agilidade matar a qualidade da sua entrega. 

""Se sua solução é vista e utilizada, suas entregas serão reconhecidas e ficará evidente sua importância"".";0;0;0;0;0;0;pt;Image;public;;;64;4;;1;;;;;64;4;1;2025-03-06T21:48:56.528Z;;;2024-12-19T12:00:08.059Z;2024-12-19T12:00:08.059Z;2024-12-19T12:00:08.059Z;;4214;;https://www.linkedin.com/feed/update/urn:li:share:7274125737761067010;https://depository.authoredup.com/images/IMG_xpWshrwD8v1watRLdtF5sYK67aaY1i;;Thanael Butewicz;;;47;2;1;3;11;0;0;889;208;16;16;49920;5.2
urn:li:share:7274102307603034113;"Fazer soma acumulada no ano via Planilha é fácil. 

Agora fazer isso no SQL... 

É fácil também e eu te mostro. 🤣 

Basta usar Window Functions, para quem está no início dos aprendizados sobre SQL este tema pode parecer meio confuso. 

Mas com a prática você vai pegando o jeito. 

Existem várias formas de fazer essa ação, algumas como:
▦ Subqueries
▧ OVER simples com PARTITION BY e ORDER BY 
▨ OVER com PRECENDING

Cada uma delas tem suas particularidades e pode ser usada dependendo de cada caso. Mas o legal do SQL é justamente existir várias formas de se chegar a um mesmo resultado.

Ultimamente estou utilizando a seguinte forma:

    𝐬𝐮𝐦(valor) 𝐨𝐯𝐞𝐫 (
			𝐩𝐚𝐫𝐭𝐢𝐭𝐢𝐨𝐧 𝐛𝐲 𝐝𝐚𝐭𝐞_𝐭𝐫𝐮𝐧𝐜('𝐲𝐞𝐚𝐫',created_at) 
			𝐨𝐫𝐝𝐞𝐫 𝐛𝐲 𝐝𝐚𝐭𝐞_𝐭𝐫𝐮𝐧𝐜('𝐦𝐨𝐧𝐭𝐡',created_at)
	) 𝐚𝐬 𝐬𝐨𝐦𝐚_𝐚𝐜𝐮𝐦𝐮𝐥𝐚𝐝𝐨_𝐚𝐧𝐨

Esta é uma forma simples de realizar esta função.

Dá uma olhada na imagem como é simples.";0;0;0;0;0;0;pt;Image;public;;;486;26;;6;;;;;486;26;6;2025-03-06T21:48:56.426Z;;;2024-12-18T12:00:19.297Z;2024-12-18T12:00:19.297Z;2024-12-18T12:00:19.297Z;;31633;;https://www.linkedin.com/feed/update/urn:li:share:7274102307603034113;https://depository.authoredup.com/images/IMG_kJECxCyuwdoGKmgxe3wXiikWvjJgz2;;Thanael Butewicz;;;442;26;8;10;0;0;0;582;139;17;19;33360;1.95
urn:li:share:7274145253190717440;"SQL está no Kit de Sobrevivência de todo Analista. 

Este jogo para aprender SQL faz isso acontecer literalmente. 

Existem várias formas de aprender SQL, uma das que eu mais recomendo é através de Jogos, gamificar os aprendizados deixa tudo mais divertido. 

Sabendo que SQL é fundamental para todo Analista, o jogo ""SQL Island"" mostra a importância e o básico de SQL de uma forma muito divertida e interessante. 

A premissa do jogo e que você sobreviveu a um acidente aéreo e cai em uma ilha, e nesta ilha existem algumas aldeias. 

E você utiliza SQL para descobrir mais sobre essa ilha que você caiu, sobre quem são os habitantes e as demais informações. 

Eu gosto muito da premissa deste jogo, além de possuir uma didática muito boa para quem está iniciando os estudos em SQL. 

Se você está iniciando seus estudos recomendo que teste este jogo.

Lembre de mudar o idioma, a não ser que você se garanta em Alemão 🤣.

⚠️ O jogo se chama SQL Island e o Link está nos comentários. ⚠️";0;0;0;0;0;0;pt;Image;public;;;172;11;;13;;;;;172;11;13;2025-03-06T21:48:56.450Z;;;2024-12-17T12:00:11.337Z;2024-12-17T12:00:11.337Z;2024-12-17T12:00:11.337Z;;10044;;https://www.linkedin.com/feed/update/urn:li:share:7274145253190717440;https://depository.authoredup.com/images/IMG_XfkkbdracSTM72D6RW2xBPAQaYEPum;;Thanael Butewicz;;;133;26;0;11;1;1;0;748;183;10;11;43920;6.14
urn:li:share:7274393951153836034;"🎵 Nós vai descer, vai descer. Descer lá pra BC 🎵

Utilizando essa música chiclete para atualizar sobre as viagens.

Há algumas semanas atualizei que estava em Florianópolis, agora estou novamente de endereço novo.

Desta vez vim para Balneário Camboriú, onde passarei as próximas semanas.

Vou aproveitar os próximos meses para diminuir o ritmo das viagens e focar em novos projetos para o próximo ano.

Então logo trarei novidades relacionados aos conteúdos técnicos de dados que trago aqui na rede.

Tem muita coisa boa por vir.";0;0;0;0;0;0;pt;Image;public;;;46;13;;0;;;;;46;13;0;2025-03-06T21:48:56.441Z;;;2024-12-16T12:04:29.887Z;2024-12-16T12:04:29.887Z;2024-12-16T12:04:29.887Z;;3150;;https://www.linkedin.com/feed/update/urn:li:share:7274393951153836034;https://depository.authoredup.com/images/IMG_8ktG5ewD1q9xg8PwLQUpSf99Vc93YD;;Thanael Butewicz;;;35;0;5;6;0;0;0;413;95;7;8;22800;4.98
urn:li:share:7273305850973179905;"Por que é tão difícil analisar os dados geográficos das rodovias brasileiras?


Porque existem ""Pontos fora da Curva""!


Sim, foi uma tentativa de piada com a tradução de Outlier... 👀

Aproveitando o termo Outlier fiz uma série de Postagens essa semana ensinando como identificá-los via SQL. 


Descubra como identificá-los: https://lnkd.in/dpUP3dV3";0;0;1;1;0;0;pt;Image;public;;;64;3;;1;;;;;64;3;1;2025-03-06T21:48:57.947Z;;;2024-12-13T12:00:46.582Z;2024-12-13T12:00:46.582Z;2024-12-13T12:00:46.582Z;;5415;;https://www.linkedin.com/feed/update/urn:li:share:7273305850973179905;https://depository.authoredup.com/images/IMG_r79s4o2CjcRVYE5HHj2wca7NcLX2xQ;;Thanael Butewicz;;;41;1;0;1;21;0;0;277;55;5;6;13200;6.87
urn:li:share:7271225616262180864;"[3/3] Identificando Outliers via SQL

Aplicação da fórmula para identificar os Outliers.

Na postagem anterior aprendemos como descobrir os Quartis via SQL. 
(Link nos comentários)

Agora que já obtivemos os Quartis basta aplicar a fórmula de indetificação através do IQR, sendo:

◐ Outlier serão os valores maiores que Q3 + 1.5 * IQR
◑ Outlier serão os valores menores que Q1 - 1.5 * IQR

Uma forma simples é aplicar isso através de um CASE para criar um campo Booleano informando se o registro é um Outlier ou não. 

No SQL da imagem é uma forma simples de realizar isso, lembrando que a CTE que define os Quartis estão na postagem anterior. 

Para te ajudar, o comando é o: PERCENTILE_CONT 

Com essa informação dos Outliers agora é possível comparar as análises e verificar o impacto que estes Outliers possuem nos dados. 

Lembra no primeiro exemplo que comentamos sobre o Ticket Médio ? Agora você pode comparar os resultados, e verificar o impacto que o Outlier pode causar neste indicador. 

Espero que esta série de postagem tenha lhe ajudado a entender sobre o conceito e como realizá-lo através de SQL.

Estou aceitando sugestões de novos conteúdos que desejem conhecer.

Por hoje é só meu Outlier 🤣 (Agora sim é o Outlier do Finch)";0;0;0;0;0;0;pt;Image;public;;;314;9;;5;;;;;314;9;5;2025-03-06T21:48:56.534Z;;;2024-12-12T12:00:15.357Z;2024-12-12T12:00:15.357Z;2024-12-12T12:00:15.357Z;;16719;;https://www.linkedin.com/feed/update/urn:li:share:7271225616262180864;https://depository.authoredup.com/images/IMG_vTniPbAZFhq4DhvkmXVGVaXgVqTC8T;;Thanael Butewicz;;;267;21;14;10;1;1;0;951;221;15;16;53040;5.74
urn:li:share:7271215185908944896;"[2/3] Identificando Outliers via SQL

Como encontrar os Quartis usando SQL de forma fácil. 

Nesta série de postagens identificaremos os Outliers através do IQR (Intervalo entre Quartis). 

Basicamente: ""Quartis são os valores que dividem um conjunto de dados em quatro partes iguais"" 

Sim, estou com preguiça de resumir e peguei uma definição pronta. 👍 

Em SQL existe uma forma muito prática de encontrar os Quartis.

PERCENTILE_CONT(0.25) WITHIN GROUP (ORDER BY valor) AS Q1

Comando pode variar em outros bancos, estou usando PostgreSQL, mas é só pesquisar o comando que corresponde a ele. 

Através dele você consegue encontrar os Quartis de forma prática.

Após isso o próximo passo para identificação dos Outliers vai ser definir o IQR e aplicar a fórmula dele. 

O restante trarei na próxima postagem que é a última desta série curta.";0;0;0;0;0;0;pt;Image;public;;;363;13;;6;;;;;363;13;6;2025-03-06T21:48:56.510Z;;;2024-12-11T12:00:04.368Z;2024-12-11T12:00:04.368Z;2024-12-11T12:00:04.368Z;;25413;;https://www.linkedin.com/feed/update/urn:li:share:7271215185908944896;https://depository.authoredup.com/images/IMG_Y4KbpDmEGyeWJrUmRDyhkcZYJLZrYW;;Thanael Butewicz;;;299;40;13;10;1;0;0;647;149;11;12;35760;5.23
urn:li:share:7271208287746883584;"[1/3] Identificando Outliers via SQL

Outlier é muito mais que um curso vendido pelo Thiago Finch

Sei que quando falam em Outlier muitos pensam primeiramente nos cursos do Finch 🤣, mas Outlier é um termo muito importante em estatística. 

Podendo ser resumida em: ""Valores atípicos entre os dados analisados."" (Baita definição boa e curta) 

Esses valores atípicos podem impactar e distorcer suas análises se você esquecer que eles existem. 

""Thanael, você tá viajando..."" De fato eu vivo viajando, afinal sou nômade 😎, mas nesse assunto relaxa que vou te mostrar um exemplo. 

Vamos analisar o indicador de ""Ticket Médio"", que é basicamente Total das receitas de vendas / Quantidade de vendas. Ou seja, ele diz a média que cada cliente paga pelo seu produto/serviço. 

Nossa amostra possui 100 vendas. 
◐ 80 vendas de R$ 250,00
◑ 20 vendas de R$ 2.200,00

Neste exemplo o Ticket Médio será: R$ 640 ((250*80 + 2200*20) / 100)

Se você assumir que ""cada cliente paga em média R$ 640"" isso poderá lhe trazer complicações, pois, a maioria das suas vendas foi de R$ 250 muito abaixo do ticket médio calculado. 

Você espera que cada cliente novo traga R$ 640, mas, na verdade, eles trazem muito menos. 

Esse é um exemplo de como os Outliers podem impactar nas suas análises, portanto é extremamente importante saber que eles existam e como lidar com eles para melhorar suas análises. 

Nas próximas postagens vou lhe ensinar como identificar eles em suas análises através de SQL. 

Usaremos o método de identificação através do IQR (Intervalo entre Quartis)";0;0;0;0;0;0;pt;Image;public;;;134;18;;1;;;;;134;18;1;2025-03-06T21:48:56.475Z;;;2024-12-10T12:00:05.563Z;2024-12-10T12:00:05.563Z;2024-12-10T12:00:05.563Z;;10193;;https://www.linkedin.com/feed/update/urn:li:share:7271208287746883584;https://depository.authoredup.com/images/IMG_AZZhpxomNbpdzEXPGeiq3KPaqgD8WY;;Thanael Butewicz;;;96;4;4;7;23;0;0;1174;274;16;19;65760;5.96
urn:li:share:7271304470607642624;"Nessa vida de Nômade a seguinte pergunta é muito comum. 

""Você não pensa em se estabilizar em nenhuma cidade?"" 

Lembro que antes de começar a viajar meu gestor me fez essa pergunta em um 1-1 lá em 2022.

E minha resposta ainda se mantém: ""No momento não, pretendo descobrir o máximo de lugares até chegar um que eu fale, É AQUI PORRA."" 

Não usei essas palavras do CAPS LOCK, mas o sentido é o mesmo. 

Como vou decidir aonde vou morar se eu só conhecer 2,3 cidades? 
Nesse sentido, eu gosto de viajar para conhecer o máximo de cidades, até encontrar a que eu deseje ficar.

E em 2 anos viajando, Floripa é a única cidade que já repeti. 

Cada vez que venho para cá surge o sentimento de ""E se eu ficar por aqui...""

Nesse sentido preciso compartilhar algo com vocês... 

Se você pensou que este post seria uma atualização do meu estilo de vida... 

Você está certo... 

Mas relaxa que não vou ficar em Floripa não, estou com projeto de comprar um carro e ir adaptando ele para um Motor Home. 🤣 

Pretendo trazer muitas novidades sobre isso aqui e em outras redes assim que o projeto começar a sair do papel. 👀";0;0;0;0;0;0;pt;Image;public;;;46;6;;0;;;;;46;6;0;2025-03-06T21:48:56.456Z;;;2024-12-09T12:00:08.908Z;2024-12-09T12:00:08.908Z;2024-12-09T12:00:08.908Z;;2087;;https://www.linkedin.com/feed/update/urn:li:share:7271304470607642624;https://depository.authoredup.com/images/IMG_uHfnbXjYBHAJr9trk3KgVcNcKdq9hg;;Thanael Butewicz;;;35;1;5;4;0;1;0;818;213;14;16;51120;3.31
urn:li:share:7270203322077175809;"""Por que produzir conteúdo de SQL? ""

Quem ensina aprende duas vezes. 

Acho que é esse o ditado, mas se não for, agora é. 

Ao trazer conteúdo de dados aqui na rede estou sempre reforçando meus conhecimentos, principalmente sobre SQL que considero a base que todo analista deve ter. 

Além de aprender muito com as discussões que elas geram. 

Também é muito gratificante quando me perguntam algo de SQL e eu já tenho uma postagem resolvendo a dúvida, então utilizo minhas postagens como uma ""Biblioteca"" de conhecimentos. 

Há um tempo um membro aqui do time, encontrou com o famoso ""WHERE 1=1"" em uma consulta de SQL e veio me perguntar sobre o que era aquilo. 

Quando já estava indo explicar para a pessoa me lembrei que já tenho várias postagens sobre isso aqui na rede e muitas outras dicas. 

É muito gostoso falar ""Opa tenho um conteúdo aqui explicando sobre essa sua dúvida, segue o link para a postagem: "". 

Então, além de criar conteúdo para fortalecer minha imagem/marca aqui na rede, ele serve como uma biblioteca de conhecimentos que eu sempre recorro para realizar repasses de conhecimento.";0;0;0;0;0;0;pt;Image;public;;;804;39;;8;;;;;804;39;8;2025-03-06T21:48:56.437Z;;;2024-12-05T12:00:06.401Z;2024-12-05T12:00:06.401Z;2024-12-05T12:00:06.401Z;;72966;;https://www.linkedin.com/feed/update/urn:li:share:7270203322077175809;https://depository.authoredup.com/images/IMG_8E6NozCX5SS3Ggm7Vf3zXT4Gi45ktq;;Thanael Butewicz;;;506;3;32;10;251;2;0;851;199;10;11;47760;7.76
urn:li:share:7269820711345475584;"É possível transformar consultas SQL em tabelas? 

SELECT INTO: Um dos melhores macetes em SQL. 

Esse comando é uma mão na roda para facilitar na criação/alimentação de novas tabelas baseadas em outras tabelas ou consultas. 

Podemos transformar as consultas em tabelas literalmente, e a syntaxe para tal ação é a seguinte. (No PostgreSQL)

SELECT * INTO nova_tabela FROM tabela 

Esse é um exemplo simples, mas funciona com qualquer consulta, com JOINs, CTEs, WHERE e até aquelas subqueryes ""maravilhosas"".  

Basta adicionar o INTO nova_tabela antes do FROM

Na imagem tem um exemplo usando o WHERE 1 = 0 explicado numa postagem anterior. 
Caso esteja curioso sobre ele, o link da postagem está nos comentários.

Mas como você é preguiçoso e não vai procurar a postagem... Ele serve para não trazer nenhum dado, apenas a estrutura dos dados da consulta. 

Então o código gera uma cópia da tabela contendo a mesma estrutura de outra, mas sem nenhum dado, apenas a estrutura. 

Esse comando é um divisor de águas e facilita muito a sua vida.";0;0;0;0;0;0;pt;Image;public;;;1726;83;;63;;;;;1726;83;63;2025-03-06T21:48:56.432Z;;;2024-12-04T12:00:00.253Z;2024-12-04T12:00:00.253Z;2024-12-04T12:00:00.253Z;;139745;;https://www.linkedin.com/feed/update/urn:li:share:7269820711345475584;https://depository.authoredup.com/images/IMG_Gd64SdVJUnkKCpXub8ZWY1nxaTdaPF;;Thanael Butewicz;;;1372;191;91;45;19;8;0;797;177;12;15;42480;5.68
